Date,SPY,QQQ
2012-03-16,109.47925567626953,58.85398864746094
2012-03-19,109.90843200683594,59.26984786987305
2012-03-20,109.58850860595703,59.37601089477539
2012-03-21,109.40901947021484,59.384864807128906
2012-03-22,108.62090301513672,59.26100540161133
2012-03-23,108.97200775146484,59.225608825683594
2012-03-26,110.50147247314453,60.26075744628906
2012-03-27,110.15812683105469,60.3492431640625
2012-03-28,109.61186218261719,60.110347747802734
2012-03-29,109.42466735839844,59.88029098510742
2012-03-30,109.87718963623047,59.765296936035156
2012-04-02,110.6809310913086,60.384613037109375
2012-04-03,110.22835540771484,60.366943359375
2012-04-04,109.13590240478516,59.54410171508789
2012-04-05,109.081298828125,59.91571044921875
2012-04-09,107.85619354248047,59.46446990966797
2012-04-10,106.04581451416016,58.508949279785156
2012-04-11,106.90418243408203,58.79206848144531
2012-04-12,108.30093383789062,59.46446990966797
2012-04-13,107.01343536376953,58.5620231628418
2012-04-16,106.94320678710938,57.90729522705078
2012-04-17,108.52725982666016,59.08404541015625
2012-04-18,108.16050720214844,58.93364334106445
2012-04-19,107.46598815917969,58.27005386352539
2012-04-20,107.64546966552734,58.11082458496094
2012-04-23,106.74028778076172,57.579959869384766
2012-04-24,107.14610290527344,57.27029800415039
2012-04-25,108.61310577392578,58.79206848144531
2012-04-26,109.3699951171875,59.137123107910156
2012-04-27,109.54948425292969,59.491024017333984
2012-04-30,109.14369201660156,59.06636047363281
2012-05-01,109.82260131835938,59.16366195678711
2012-05-02,109.49484252929688,59.33176803588867
2012-05-03,108.659912109375,58.70359420776367
2012-05-04,106.90418243408203,57.243736267089844
2012-05-07,106.98218536376953,57.29682159423828
2012-05-08,106.55303955078125,57.08447265625
2012-05-09,105.92100524902344,56.90753173828125
2012-05-10,106.13945007324219,56.79253387451172
2012-05-11,105.8195571899414,56.78367233276367
2012-05-14,104.6490478515625,56.2528190612793
2012-05-15,104.04820251464844,56.06702423095703
2012-05-16,103.65023803710938,55.68656539916992
2012-05-17,102.11300659179688,54.50985336303711
2012-05-18,101.23905181884766,53.80205154418945
2012-05-21,102.9791488647461,55.306129455566406
2012-05-22,103.15862274169922,55.24419021606445
2012-05-23,103.21322631835938,55.35037612915039
2012-05-24,103.41615295410156,54.98762512207031
2012-05-25,103.08059692382812,54.916839599609375
2012-05-29,104.32910919189453,55.61577606201172
2012-05-30,102.81526947021484,55.14686584472656
2012-05-31,102.5890121459961,54.907981872558594
2012-06-01,100.00611877441406,53.44813537597656
2012-06-04,99.95934295654297,53.855125427246094
2012-06-05,100.71624755859375,54.07631301879883
2012-06-06,102.9791488647461,55.31498336791992
2012-06-07,103.0416030883789,55.09379577636719
2012-06-08,103.86092376708984,55.6246337890625
2012-06-11,102.54220581054688,54.68680191040039
2012-06-12,103.72045135498047,55.35037612915039
2012-06-13,103.05719757080078,54.969940185546875
2012-06-14,104.14962768554688,55.17341995239258
2012-06-15,105.2148208618164,55.85889434814453
2012-06-18,105.41873931884766,56.382110595703125
2012-06-19,106.43840789794922,56.96739196777344
2012-06-20,106.265869140625,57.011722564697266
2012-06-21,103.88140106201172,55.592857360839844
2012-06-22,104.68145751953125,56.17814254760742
2012-06-25,103.0029067993164,55.09626770019531
2012-06-26,103.5206069946289,55.442115783691406
2012-06-27,104.45397186279297,55.77909851074219
2012-06-28,104.15589904785156,55.1583366394043
2012-06-29,106.75218200683594,56.896453857421875
2012-07-02,107.07376861572266,57.06494140625
2012-07-03,107.77973175048828,57.54380416870117
2012-07-05,107.29338073730469,57.57927703857422
2012-07-06,106.27368927001953,56.86096954345703
2012-07-09,106.14034271240234,56.75457000732422
2012-07-10,105.2148208618164,56.19587707519531
2012-07-11,105.23048400878906,55.885501861572266
2012-07-12,104.72065734863281,55.36229705810547
2012-07-13,106.47760772705078,56.204750061035156
2012-07-16,106.22666931152344,56.04512405395508
2012-07-17,106.95609283447266,56.337791442871094
2012-07-18,107.748291015625,57.100406646728516
2012-07-19,108.03067779541016,57.730037689208984
2012-07-20,107.0423812866211,56.96739196777344
2012-07-23,105.9599609375,56.275691986083984
2012-07-24,105.05010986328125,55.83229064941406
2012-07-25,105.07367706298828,55.4598503112793
2012-07-26,106.80707550048828,56.19587707519531
2012-07-27,108.7757797241211,57.526065826416016
2012-07-30,108.7757797241211,57.48172378540039
